Random games won/total: 1/1.0, win %: 100.0%, last score: 1.0
Random games won/total: 1/2.0, win %: 50.0%, last score: -1
Random games won/total: 1/3.0, win %: 33.33%, last score: -1
Random games won/total: 1/4.0, win %: 25.0%, last score: -1
Random games won/total: 1/5.0, win %: 20.0%, last score: -1
Random games won/total: 1/6.0, win %: 16.67%, last score: -1
Random games won/total: 1/7.0, win %: 14.29%, last score: -1
Random games won/total: 1/8.0, win %: 12.5%, last score: -1
Random games won/total: 1/9.0, win %: 11.11%, last score: -1
Random games won/total: 2/10.0, win %: 20.0%, last score: 1.0
Random games won/total: 3/11.0, win %: 27.27%, last score: 1.0
Random games won/total: 3/12.0, win %: 25.0%, last score: -1
Random games won/total: 3/13.0, win %: 23.08%, last score: -1
Random games won/total: 3/14.0, win %: 21.43%, last score: -1
Random games won/total: 3/15.0, win %: 20.0%, last score: -1
Random games won/total: 4/16.0, win %: 25.0%, last score: 1.0
Random games won/total: 4/17.0, win %: 23.53%, last score: -1
Random games won/total: 5/18.0, win %: 27.78%, last score: 1.0
Random games won/total: 6/19.0, win %: 31.58%, last score: 1.0
Random games won/total: 7/20.0, win %: 35.0%, last score: 1.0
Random games won/total: 7/21.0, win %: 33.33%, last score: -1
Random games won/total: 8/22.0, win %: 36.36%, last score: 1.0
Random games won/total: 8/23.0, win %: 34.78%, last score: -1
Random games won/total: 9/24.0, win %: 37.5%, last score: 1.0
Random games won/total: 9/25.0, win %: 36.0%, last score: -1
Random games won/total: 10/26.0, win %: 38.46%, last score: 1.0
Random games won/total: 10/27.0, win %: 37.04%, last score: -1
Random games won/total: 11/28.0, win %: 39.29%, last score: 1.0
Random games won/total: 12/29.0, win %: 41.38%, last score: 1.0
Random games won/total: 13/30.0, win %: 43.33%, last score: 1.0
Trained episode: 688, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 740
Trained episode: 689, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 741
Trained episode: 690, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 742
Trained episode: 691, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 743
Trained episode: 692, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 744
Trained episode: 693, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 745
Trained episode: 694, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 746
Trained episode: 695, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 747
Trained episode: 696, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 748
Trained episode: 697, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 749
Trained episode: 698, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 750
Trained episode: 699, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 751
Trained episode: 700, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 752
Trained episode: 701, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 753
Trained episode: 702, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 754
Trained episode: 703, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 755
Trained episode: 704, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 756
Trained episode: 705, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 757
Trained episode: 706, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 758
Trained episode: 707, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 759
Trained episode: 708, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 760
Trained episode: 709, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 761
Trained episode: 710, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 762
Trained episode: 711, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 763
Trained episode: 712, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 764
Trained episode: 713, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 765
Trained episode: 714, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 766
Trained episode: 715, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 767
Trained episode: 716, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 768
Trained episode: 717, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 769
Trained episode: 718, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 770
Trained episode: 719, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 771
Trained episode: 720, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 772
Trained episode: 721, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 773
Trained episode: 722, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 774
Trained episode: 723, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 775
Trained episode: 724, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 776
Trained episode: 725, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 777
Trained episode: 726, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 778
Trained episode: 727, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 779
Trained episode: 728, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 780
Trained episode: 729, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 781
Trained episode: 730, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 782
Trained episode: 731, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 783
Trained episode: 732, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 784
Trained episode: 733, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 785
Trained episode: 734, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 786
Trained episode: 735, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 787
Trained episode: 736, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 788
Trained episode: 737, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 789
Trained episode: 738, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 790
Trained episode: 739, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 791
Trained episode: 740, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 792
Trained episode: 741, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 793
Trained episode: 742, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 794
Trained episode: 743, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 795
Trained episode: 744, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 796
Trained episode: 745, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 797
Trained episode: 746, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 798
Trained episode: 747, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 799
Trained episode: 748, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 801
Trained episode: 749, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 802
Trained episode: 750, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 803
Trained episode: 751, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 804
Trained episode: 752, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 805
Trained episode: 753, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 806
Trained episode: 754, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 807
Trained episode: 755, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 808
Trained episode: 756, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 809
Trained episode: 757, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 810
Trained episode: 758, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 811
Trained episode: 759, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 812
Trained episode: 760, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 813
Trained episode: 761, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 814
Trained episode: 762, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 815
Trained episode: 763, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 816
Trained episode: 764, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 817
Trained episode: 765, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 818
Trained episode: 766, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 819
Trained episode: 767, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 820
Trained episode: 768, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 821
Trained episode: 769, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 822
Trained episode: 770, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 823
Trained episode: 771, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 824
Trained episode: 772, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 825
Trained episode: 773, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 826
Trained episode: 774, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 827
Trained episode: 775, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 828
Trained episode: 776, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 829
Trained episode: 777, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 830
Trained episode: 778, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 831
Trained episode: 779, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 832
Trained episode: 780, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 833
Trained episode: 781, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 835
Trained episode: 782, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 836
Trained episode: 783, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 837
Trained episode: 784, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 838
Trained episode: 785, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 839
Trained episode: 786, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 840
Trained episode: 787, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 841
Trained episode: 788, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 842
Trained episode: 789, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 843
Trained episode: 790, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 844
Trained episode: 791, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 845
Trained episode: 792, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 846
Trained episode: 793, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 847
Trained episode: 794, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 849
Trained episode: 795, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 850
Trained episode: 796, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 851
Trained episode: 797, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 852
Trained episode: 798, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 853
Trained episode: 799, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 854
Trained episode: 800, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 855
Trained episode: 801, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 857
Trained episode: 802, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 858
Trained episode: 803, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 860
Trained episode: 804, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 861
Trained episode: 805, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 862
Trained episode: 806, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 863
Trained episode: 807, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 864
Trained episode: 808, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 865
Trained episode: 809, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 866
Trained episode: 810, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 867
Trained episode: 811, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 868
Trained episode: 812, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 869
Trained episode: 813, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 870
Trained episode: 814, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 871
Trained episode: 815, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 872
Trained episode: 816, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 873
Trained episode: 817, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 874
Trained episode: 818, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 875
Trained episode: 819, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 876
Trained episode: 820, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 877
Trained episode: 821, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 878
Trained episode: 822, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 879
Trained episode: 823, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 880
Trained episode: 824, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 882
Trained episode: 825, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 883
Trained episode: 826, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 884
Trained episode: 827, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 885
Trained episode: 828, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 886
Trained episode: 829, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 887
Trained episode: 830, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 888
Trained episode: 831, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 889
Trained episode: 832, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 890
Trained episode: 833, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 891
Trained episode: 834, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 892
Trained episode: 835, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 893
Trained episode: 836, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 894
Trained episode: 837, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 895
Trained episode: 838, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 896
Trained episode: 839, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 897
Trained episode: 840, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 898
Trained episode: 841, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 899
Trained episode: 842, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 900
Trained episode: 843, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 901
Trained episode: 844, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 902
Trained episode: 845, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 903
Trained episode: 846, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 904
Trained episode: 847, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 905
Trained episode: 848, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 906
Trained episode: 849, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 907
Trained episode: 850, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 908
Trained episode: 851, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 909
Trained episode: 852, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 910
Trained episode: 853, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 911
Trained episode: 854, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 912
Trained episode: 855, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 913
Trained episode: 856, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 914
Trained episode: 857, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 915
Trained episode: 858, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 916
Trained episode: 859, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 917
Trained episode: 860, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 918
Trained episode: 861, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 919
Trained episode: 862, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 920
Trained episode: 863, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 921
Trained episode: 864, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 922
Trained episode: 865, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 923
Trained episode: 866, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 924
Trained episode: 867, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 925
Trained episode: 868, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 926
Trained episode: 869, current score: -10.0 mean_score: 0.0, e: 0.048, iterations (steps): 927
